   2ns clock=0 pc=         0 inst=xxxxxxxx rs1_addr= x rs1_data=         x rs2_addr= x rs2_data=         x
1734ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1735ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1735ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1736ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1736ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1737ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1737ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1738ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1738ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1739ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1739ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1740ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1740ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1741ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1741ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1742ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1742ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1743ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1743ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1744ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1744ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1745ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1745ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1746ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1746ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1747ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1747ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1748ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1748ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1749ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1749ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1750ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1750ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1751ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1751ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1752ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1752ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1753ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1753ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1754ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1754ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1755ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1755ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1756ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1756ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1757ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1757ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1758ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1758ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1759ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1759ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1760ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1760ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1761ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1761ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1762ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1762ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1763ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1763ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1764ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1764ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1765ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1765ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1766ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1766ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1767ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1767ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1768ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1768ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1769ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1769ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1770ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1770ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1771ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1771ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1772ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1772ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1773ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1773ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1774ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1774ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1775ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1775ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1776ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1776ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1777ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1777ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1778ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1778ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1779ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1779ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1780ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1780ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1781ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1781ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1782ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1782ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1783ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1783ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1784ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1784ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1785ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1785ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1786ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1786ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1787ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1787ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1788ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1788ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1789ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1789ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1790ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1790ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1791ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1791ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1792ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1792ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1793ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1793ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1794ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1794ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1795ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1795ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1796ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1796ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1797ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1797ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1798ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1798ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1799ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1799ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1800ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1800ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1801ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1801ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1802ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1802ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1803ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1803ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1804ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1804ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1805ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1805ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1806ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1806ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1807ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1807ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1808ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1808ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1809ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1809ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1810ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1810ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1811ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1811ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1812ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1812ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1813ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1813ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1814ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1814ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1815ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1815ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1816ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1816ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1817ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1817ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1818ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1818ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1819ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1819ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1820ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1820ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1821ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1821ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1822ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1822ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1823ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1823ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1824ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1824ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1825ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1825ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1826ns clock=1 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
1826ns clock=0 pc=         x inst=xxxxxxxx rs1_addr= x rs1_data=         0 rs2_addr= x rs2_data=         0
